tracking_id,sender,recipient,origin_province,destination_province,distance_km,weight_kg,package_quantity,ship_type,day_of_week,month,delayed,delivery_days
ENV-11814,Juan Ignacio Samuel Gimenez Bravo,Simon Moreno Ramirez,Mendoza,Santiago del Estero,89,5.54,16,1,5,5,1,4
ENV-11815,Malena Moreno Peralta,Dylan Lola Ponce Moreno,CABA,Chaco,981,19.33,14,0,3,6,0,3
ENV-11816,Carmela Gomez,Alma Valentina Delfina Gutierrez Torres,Chaco,Chaco,50,41.27,1,0,6,3,0,1
ENV-11817,Milo Pereyra Perez,Juan Pablo Garcia Villalba,San Juan,Corrientes,132,2.43,12,1,1,1,1,6
ENV-11818,Emilia Victoria Pereyra,Delfina Benjamin Castillo Cardozo,Entre Rios,La Rioja,673,6.87,2,1,1,12,0,4
ENV-11819,Juliana Valentin Figueroa Romero,Santiago Valentina Martin Cabrera,Santa Fe,La Rioja,533,3.32,9,0,1,2,0,3
ENV-11820,Dr(a). Antonella Avila,Dr(a). Manuel Godoy,Salta,Tierra del Fuego,1588,39.23,5,0,2,1,1,8
ENV-11821,Valentino Coronel Gonzalez,Valentina Maria Emilia Mendez,Santiago del Estero,Corrientes,54,24.41,8,0,0,10,1,4
ENV-11822,Guadalupe Valentino Perez,Luz Milagros Aguirre,Mendoza,Mendoza,50,7.37,13,0,0,2,0,1
ENV-11823,Bautista Francesca Roldan Ramirez,Emma Rodriguez Dominguez,Mendoza,San Luis,291,5.5,16,0,3,3,0,1
ENV-11824,Augusto Flores Castillo,Mateo Renata Peralta Alvarez,San Juan,Chubut,240,13.91,13,1,5,5,0,2
ENV-11825,Lorenzo Gonzalez,Agustín Rodriguez Rojas,La Pampa,CABA,513,46.0,4,1,4,7,1,8
ENV-11826,Milo Uma Lopez,Agostina Alvarez,Catamarca,Tucuman,181,15.62,15,0,3,7,0,1
ENV-11827,Francesca Martina Ayala,Juliana Nicolas Gimenez Quiroga,Santiago del Estero,Corrientes,135,45.16,18,1,6,8,0,1
ENV-11828,Francisca Hernandez,Ignacio Ignacio Perez,Formosa,San Luis,361,46.02,16,0,3,9,1,3
ENV-11829,Oriana Guillermina Ortiz,Emilia Valentin Gonzalez,Mendoza,La Rioja,171,6.47,4,1,4,10,1,6
ENV-11830,Catalina Sosa,Sr(a). Franco Fernandez,Catamarca,Catamarca,144,30.05,7,0,2,1,0,1
ENV-11831,Valentina Maldonado Sosa,Dr(a). Faustino Gonzalez,Santiago del Estero,Santa Fe,565,25.48,6,1,1,9,1,8
ENV-11832,Sofia Miguel Angel Gonzalez Rojas,Emanuel Sol Flores Mendez,Santa Cruz,Cordoba,1436,12.24,5,0,0,11,0,6
ENV-11833,Sr(a). Isabella Silva,Dr(a). Juan Cruz Suarez,Neuquen,Entre Rios,741,22.82,10,0,5,5,1,5
ENV-11834,Santiago Victoria Ferreyra,Maria Victoria Thiago Ezequiel Gonzalez Quiroga,La Pampa,Misiones,696,26.02,16,1,0,7,1,9
ENV-11835,Octavio Medina Quiroga,Tomàs Francisca Luna Maldonado,Entre Rios,CABA,456,23.53,13,1,1,9,0,2
ENV-11836,Dr(a). Benjamin Gonzalez,Santiago Alma Figueroa Garcia,Corrientes,Corrientes,92,35.64,6,0,2,12,1,4
ENV-11837,Jeremias Fernandez,Manuel Juan Ignacio Garcia Alvarez,Chubut,San Juan,336,38.55,6,0,6,4,1,3
ENV-11838,Juana Benjamin Toledo Gimenez,Sr(a). Catalina Martinez,Buenos Aires,Formosa,1020,0.8,11,0,1,12,1,11
ENV-11839,Mateo Benjamin Lopez Sosa,Sr(a). Lola Rivero,Misiones,Santa Cruz,818,16.79,1,1,4,6,1,7
ENV-11840,Mateo Sofia Silva,Tiziano Ponce,CABA,Entre Rios,460,8.39,2,0,5,11,1,3
ENV-11841,Juan Manuel Mateo Gomez Cordoba,Mateo Valentin Lautaro Ezequiel Rodriguez,Misiones,Santa Fe,689,11.63,5,1,1,10,0,4
ENV-11842,Sr(a). Delfina Correa,Mora Rodriguez,Salta,Formosa,267,15.08,3,0,0,1,0,1
ENV-11843,Isabella Joaquin Morales,Tiziano Diaz,La Rioja,Formosa,50,11.61,5,1,1,3,0,1
ENV-11844,Camila Ojeda,Justina Catalina Gimenez,Tierra del Fuego,Salta,1493,1.37,12,0,6,1,1,11
ENV-11845,Sr(a). Emanuel Escobar,Santiago Benjamin Peralta,Chaco,Tucuman,323,46.66,13,1,3,10,1,3
ENV-11846,Dr(a). Mia Morena Leiva,Ema Fernandez Sosa,La Rioja,CABA,1068,5.5,16,0,6,2,1,10
ENV-11847,Sr(a). Lisandro Gonzalez,Bautista Tiziano Benjamin Hernandez,Santa Fe,Buenos Aires,507,47.71,18,0,1,4,0,3
ENV-11848,Julia Maia Rodriguez,Sofía Gomez,La Pampa,Jujuy,1046,20.86,17,1,3,7,1,8
ENV-11849,Felipe Rojas Cabrera,Sofía Luna Diaz,Tierra del Fuego,Santa Fe,2519,46.06,9,1,3,1,1,10
ENV-11850,Thiago Nahuel Clara Garcia,Sr(a). Lautaro Gonzalez,Jujuy,Cordoba,896,13.49,16,1,3,5,1,5
ENV-11851,Felipe Maldonado,Valentino Thiago Nicolas Perez Figueroa,CABA,Mendoza,1001,28.88,2,1,6,2,0,7
ENV-11852,Sofia Gonzalez,Maia Lopez Gonzalez,Chubut,Chubut,50,44.37,8,1,5,7,0,1
ENV-11853,Santiago Nicolas Perez Vega,Dr(a). Valentino Paez,Santiago del Estero,San Juan,97,7.29,3,1,6,7,0,1
ENV-11854,Dr(a). Simon Gonzalez,Tomàs Delfina Suarez,Chubut,Chubut,82,29.14,17,0,2,12,1,2
ENV-11855,Thiago Benjamin Miranda,Pilar Molina,Tucuman,Jujuy,228,37.19,14,1,1,5,1,7
ENV-11856,Maria Emilia Thiago Carrizo Pereyra,Dr(a). Isabella Diaz,Cordoba,Mendoza,368,25.06,7,0,3,8,0,1
ENV-11857,Thiago Gonzalez Rojas,Máximo Lopez Cordoba,Santa Fe,La Rioja,527,15.69,16,1,2,4,1,9
ENV-11858,Nahiara Jazmin Agustin Rodriguez,Milo Pereyra,Neuquen,Tierra del Fuego,1863,13.32,8,1,1,9,1,8
ENV-11859,Mateo Emilia Lopez,Mateo Juliana Gonzalez,Tierra del Fuego,Tucuman,1813,24.96,11,0,4,5,1,7
ENV-11860,Uma  Rodriguez,Lucia Alvarez Cardozo,Chaco,La Rioja,155,22.99,15,0,5,11,1,2
ENV-11861,Bautista Benjamin Francisco Perez,Facundo Juan David Martinez,Tierra del Fuego,Santiago del Estero,1918,49.71,20,0,4,9,0,6
ENV-11862,Lucio Fernandez,Santiago Maria Victoria Cruz,Catamarca,Santa Fe,471,36.68,17,1,0,5,1,3
ENV-11863,Isabella Alvarez,Mora Santiago Silva,La Rioja,San Luis,277,49.91,11,0,6,10,0,1
ENV-11864,Emiliano Valentino Benitez,Luz Maria Sebastian Fernandez,Salta,Catamarca,391,29.45,19,1,2,11,1,4
ENV-11865,Sr(a). Agustin Figueroa,Mateo Jazmin Chavez,Tucuman,Neuquen,50,36.62,19,1,5,5,0,1
ENV-11866,Dr(a). Juan Ignacio Martinez,Alma Peralta,Entre Rios,Entre Rios,68,15.26,9,0,0,11,0,1
ENV-11867,Thiago Benjamin Juan Martin Rodriguez,Maximo Juana Rodriguez,Santa Fe,Tucuman,762,41.58,4,1,4,7,0,4
ENV-11868,Pedro Benicio Romero Quiroga,Sr(a). Luisina Alvarez,Formosa,Buenos Aires,1056,8.77,19,1,5,9,1,9
ENV-11869,Maria Victoria Barrios,Manuel Muñoz Velazquez,Santa Fe,Chubut,822,36.96,17,1,1,9,1,6
ENV-11870,Santino Fernandez,Luz Maria Herrera Romero,Santa Fe,Santa Cruz,1592,9.9,12,1,6,3,1,8
ENV-11871,Sr(a). Agustín Rojas,Pedro Gomez,San Juan,Santa Fe,589,4.45,18,0,5,8,1,7
ENV-11872,Catalina Martinez Flores,Francisco Benjamin Perez Mendez,San Juan,CABA,1164,27.99,13,1,4,9,1,10
ENV-11873,Ramiro Mateo Ramos Acosta,Lautaro Benjamin Malena Sanchez,Catamarca,Rio Negro,122,9.3,7,1,5,3,0,1
ENV-11874,Giuliana Octavio Velazquez Juarez,Sr(a). Dylan Benjamin Rodriguez,Corrientes,Salta,481,6.31,11,1,3,6,1,4
ENV-11875,Lautaro Benjamin Fernandez,Francisco Benicio Valdez,Santa Fe,Santiago del Estero,629,48.44,6,1,1,12,1,8
ENV-11876,Sofia Gomez,Dante Francisco Gomez Garcia,Chaco,San Luis,195,40.55,8,1,4,6,1,4
ENV-11877,Giuliana Rodriguez,Joaquina Herrera Peralta,Salta,Formosa,336,36.61,1,1,2,12,1,4
ENV-11878,Juana Delfina Garcia,Luz Maria Rios,Jujuy,Tierra del Fuego,1439,24.65,18,1,1,1,1,10
ENV-11879,Dr(a). Lautaro Ezequiel Mendez,Octavio Martina Torres Morales,Tierra del Fuego,Buenos Aires,2988,32.17,7,1,1,6,1,10
ENV-11880,Santino Martinez,Gael Vega Ramirez,Jujuy,Formosa,476,7.94,11,1,6,10,0,2
ENV-11881,Facundo Martin Caceres Martinez,Lautaro Benjamin Guillermina Romero,Mendoza,Santa Fe,499,7.11,13,0,0,4,1,3
ENV-11882,Dr(a). Mateo Benjamin Sanchez,Josefina Maria Luz Duarte Blanco,Santa Fe,Cordoba,214,19.61,9,1,5,12,1,5
ENV-11883,Manuel Pilar Juarez Avila,Juan Bautista Isabella Alvarez Ramos,Catamarca,Mendoza,120,36.02,14,0,0,4,0,1
ENV-11884,Augusto Duarte,Antonio Paloma Juarez,Rio Negro,Santiago del Estero,108,6.21,4,1,1,12,1,4
ENV-11885,Thiago Joaquin Valentino Rodriguez,Benjamin Justina Juarez,Cordoba,Catamarca,376,36.91,19,1,0,11,0,2
ENV-11886,Maria Luz Manuel Ponce Paz,Dr(a). Geronimo Rios,Misiones,CABA,1170,48.4,1,1,0,12,1,9
ENV-11887,Mateo Joaquin Thiago Benjamin Correa,Julian Ponce,San Luis,Corrientes,230,34.08,14,1,3,3,1,3
ENV-11888,Dr(a). Agustina Flores,Felipe Sanchez,Salta,Santa Cruz,656,34.83,18,0,5,8,0,3
ENV-11889,Sr(a). Bautista Garcia,Sr(a). Ramiro Benitez,CABA,Corrientes,1004,31.63,18,1,2,4,0,7
ENV-11890,Jazmin Simon Velazquez Vazquez,Sr(a). Salvador Perez,Rio Negro,Santa Fe,765,24.27,8,1,0,8,1,7
ENV-11891,Sr(a). Juan Cruz Martinez,Felipe Pedro Medina,Rio Negro,Catamarca,159,48.06,5,0,1,12,1,4
ENV-11892,Lorenzo Ponce Escobar,Sr(a). Gonzalo Lopez,Salta,San Juan,396,48.5,1,1,1,3,0,2
ENV-11893,Guadalupe Dante Gonzalez Moyano,Dr(a). Benicio Cardozo,CABA,San Juan,1024,35.57,14,0,0,10,0,6
ENV-11894,Mateo Ortiz,Ana Paula Morena Sanchez,Salta,San Juan,430,41.4,11,1,3,4,1,5
ENV-11895,Felicitas Lucía Maldonado Ferreyra,Enzo Rodriguez,Santa Fe,La Rioja,670,25.31,9,0,5,12,1,7
ENV-11896,Bautista Benitez Sanchez,Sofia Fernandez,La Pampa,Tierra del Fuego,2413,15.13,14,0,6,9,0,6
ENV-11897,Sr(a). Bautista Diaz,Lisandro Maria Victoria Paez,Buenos Aires,Chubut,1271,0.89,11,0,4,6,1,9
ENV-11898,Lautaro Emilia Torres Gonzalez,Santino Acosta Ledesma,Cordoba,Mendoza,311,15.12,11,1,0,4,1,6
ENV-11899,Francisca Correa,Justina Benjamin Sanchez,Catamarca,La Pampa,495,0.83,4,0,4,9,1,4
ENV-11900,Dr(a). Jeronimo Cruz,Josefina Cabrera Fernandez,Entre Rios,Jujuy,1051,26.96,6,1,2,4,0,7
ENV-11901,Julieta Lautaro Benjamin Martinez Gonzalez,Dr(a). Sara Fernandez,Salta,Buenos Aires,1423,23.41,16,0,1,5,1,11
ENV-11902,Valentina  Gonzalez Ledesma,Pedro Justina Dominguez Lucero,Buenos Aires,Mendoza,1064,16.13,10,0,1,4,1,7
ENV-11903,Sofia Belen Moreno,Lorenzo Sanchez,Cordoba,Tucuman,550,3.64,18,0,1,8,0,3
ENV-11904,Tiziano Paz Fernandez,Dr(a). Santiago Medina,Tierra del Fuego,Neuquen,1927,40.48,2,0,0,3,1,8
ENV-11905,Luna Morales Juarez,Santino Benjamin Matilda Gutierrez,Neuquen,San Luis,324,5.29,13,0,5,12,0,1
ENV-11906,Sr(a). Bautista Benjamin Perez,Juan Martin Diaz,Formosa,Catamarca,148,1.45,17,0,6,5,0,1
ENV-11907,Lautaro Ezequiel Benitez,Dr(a). Francisco Silva,Santiago del Estero,Tucuman,263,42.48,10,0,2,3,1,6
ENV-11908,Thiago Nicolas Romero,Clara Juan Ignacio Nuñez Vega,San Juan,Chubut,348,0.75,7,0,1,12,1,3
ENV-11909,Olivia Guillermina Lucero,Giuliana Avila Cordoba,Salta,Rio Negro,184,4.44,13,0,0,5,1,5
ENV-11910,Joaquin Barrios,Sr(a). Benjamin Gutierrez,San Juan,Formosa,175,39.64,3,0,4,4,1,3
ENV-11911,Candela Ramos,Emiliano Juan Bautista Diaz,San Luis,Neuquen,346,18.09,20,0,2,6,1,5
ENV-11912,Sr(a). Julia Cardozo,Clara Juliana Lopez Morales,Chubut,San Luis,596,7.07,2,1,5,8,0,4
ENV-11913,Ambar Navarro Rodriguez,Paloma Martín Soto Acosta,Entre Rios,Buenos Aires,342,39.48,6,0,2,2,0,1
ENV-11914,Sr(a). Victoria Dominguez,Juan Martin Julia Fernandez,Formosa,Tierra del Fuego,1917,26.23,5,1,3,9,1,11
ENV-11915,Sr(a). Julian Lopez,Dr(a). Francisco Lopez,Catamarca,Buenos Aires,950,6.81,7,1,4,7,1,5
ENV-11916,Paulina Barrios,Juan Cruz Fernandez Escobar,Mendoza,Rio Negro,210,26.3,1,1,6,11,1,3
ENV-11917,Ian Benjamin Maximo Garcia Cruz,Thiago Leonel Rodriguez Arias,Santa Cruz,Neuquen,882,4.75,3,1,0,11,1,5
ENV-11918,Juliana Emilia Gonzalez Gutierrez,Amparo Cabrera,Misiones,Cordoba,585,8.93,19,1,2,2,1,9
ENV-11919,Benjamin Abigail Ponce Castillo,Sr(a). Lautaro Correa,Chubut,Cordoba,663,10.05,6,0,1,3,0,3
ENV-11920,Sr(a). Juana Gonzalez,Guadalupe Ludmila Ayala Ramirez,CABA,San Luis,837,45.74,2,0,5,3,0,3
ENV-11921,Francesca Isabella Aguirre Lopez,Sr(a). Valentina Quiroga,Chubut,Chaco,380,10.44,5,0,3,5,0,1
ENV-11922,Sr(a). Franco Vera,Emma Silva,Entre Rios,Misiones,757,41.42,5,0,4,9,0,3
ENV-11923,Valentina Jazmin Sosa,Ambar Benitez Maidana,Rio Negro,CABA,1124,19.6,5,1,1,10,1,9
ENV-11924,Milagros Barrios,Tiziano Benjamin Pilar Silva Gomez,Formosa,Chubut,216,22.21,7,1,5,7,1,7
ENV-11925,Mora Benjamin Garcia,Dylan Benjamin Lola Gomez,CABA,Rio Negro,1207,40.15,5,0,3,8,1,11
ENV-11926,Justina Guzman Ramirez,Sr(a). Maria Luz Gimenez,Salta,Salta,135,6.51,8,1,2,4,0,1
ENV-11927,Morena Ruiz,Angelina Rodriguez Cabrera,Corrientes,Formosa,188,30.29,2,0,1,9,0,1
ENV-11928,Angelina Moreno,Mia Jazmin Valentina Flores Chavez,Tucuman,CABA,1238,38.28,14,1,3,6,1,10
ENV-11929,Catalina Juan Ignacio Ruiz Barrios,Felipe Isabella Soria Sanchez,San Juan,Santa Fe,581,48.15,13,1,4,3,0,4
ENV-11930,Sr(a). Victoria Vega,Bautista Gael Garcia,CABA,San Juan,1179,36.28,12,1,0,12,1,8
ENV-11931,Dr(a). Catalina Romero,Genaro Lucero,Buenos Aires,Rio Negro,1155,24.22,19,0,5,9,1,10
ENV-11932,Martina Flores,Jazmin Herrera Valdez,Misiones,Santiago del Estero,150,24.01,3,0,6,7,1,4
ENV-11933,Paulina Gimenez Barrios,Enzo Mateo Joaquin Farias Cordoba,Entre Rios,Buenos Aires,320,47.31,14,1,5,3,1,7
ENV-11934,Joaquin Vega Lopez,Camila Gomez Silva,Neuquen,Salta,264,28.11,15,1,1,6,0,2
ENV-11935,Tomàs Aguero Herrera,Luz Maria Garcia Perez,Santiago del Estero,Santa Cruz,1039,25.75,16,0,6,11,0,6
ENV-11936,Thiago Lionel Emilia Gonzalez,Mia Rodriguez Rodriguez,San Juan,Chubut,236,11.9,18,1,0,7,1,3
ENV-11937,Mia Valentina Joaquín Martinez,Nahiara Ciro Castillo Castillo,Salta,Formosa,367,27.97,10,0,1,5,0,1
ENV-11938,Josefina Simon Peralta Vargas,Thiago Valentin Perez,Rio Negro,CABA,1263,48.91,16,1,2,11,1,10
ENV-11939,Joaquina Lopez,Dr(a). Luz Maria Rodriguez,Corrientes,Entre Rios,591,14.54,16,1,6,6,1,6
ENV-11940,Thiago Joaquin Sol Muñoz,Thiago Valentin Moyano Gomez,Buenos Aires,San Luis,764,7.6,16,1,0,11,1,5
ENV-11941,Maria Victoria Benitez,Candela Camila Torres,CABA,Tierra del Fuego,3015,20.74,9,1,2,12,1,9
ENV-11942,Maria Emilia Blanco Paez,Martina Bustos Diaz,San Juan,Chubut,362,36.41,5,1,4,10,1,5
ENV-11943,Bautista Benjamin Lopez,Dr(a). Catalina Villalba,Jujuy,La Rioja,458,16.2,10,0,6,6,0,1
ENV-11944,Lucía  Franco,Sofia Martina Aguero Rios,Rio Negro,Santa Fe,773,39.57,1,1,4,1,0,4
ENV-11945,Lucas Victoria Pereyra Gomez,Thiago Ezequiel Moreno,CABA,Mendoza,1089,40.9,20,0,2,12,1,8
ENV-11946,Ciro Josefina Ramirez Soto,Camila Diaz,Santa Cruz,Chubut,669,4.8,5,0,2,10,1,7
ENV-11947,Sr(a). Mateo Romero,Valentin Santino Ruiz,San Juan,Tucuman,145,41.3,17,1,6,1,0,1
ENV-11948,Tomas Medina,Tiziano Benjamin Vera Coronel,Corrientes,Formosa,196,40.74,16,1,4,8,1,5
ENV-11949,Thiago Benjamin Ruiz,Santiago Sanchez,Salta,Misiones,159,15.14,17,0,0,11,1,6
ENV-11950,Martina Molina Duarte,Sr(a). Bautista Medina,Chaco,Santiago del Estero,133,5.95,16,0,3,1,0,1
ENV-11951,Lautaro Lorenzo Ruiz Lopez,Luz Maria Franco Bravo Diaz,Santa Cruz,Corrientes,1170,18.31,19,0,2,4,1,8
ENV-11952,Santino Diaz Rodriguez,Dr(a). Lucía Ruiz,Chubut,Santa Cruz,730,24.75,11,0,3,4,0,3
ENV-11953,Camila Agustin Romero,Sofia Francesca Gonzalez Garcia,Rio Negro,Santa Fe,776,11.21,6,1,2,5,0,4
ENV-11954,Lara Mendoza,Dr(a). Pedro Ojeda,CABA,Formosa,1098,35.93,18,1,2,9,1,11
ENV-11955,Dr(a). Milagros Vega,Joaquín Miranda Sosa,Cordoba,Corrientes,365,4.32,20,1,3,8,1,5
ENV-11956,Santino Benjamin Rodriguez Diaz,Dr(a). Agustin Navarro,Santiago del Estero,Santa Fe,496,41.06,9,1,3,2,0,2
ENV-11957,Dylan Ezequiel Cruz Miranda,Olivia Bravo Castro,Buenos Aires,Catamarca,1031,15.27,6,1,1,6,1,12
ENV-11958,Angelina Peralta Mendez,Thiago Ezequiel Maldonado,Buenos Aires,Catamarca,977,10.75,8,1,4,5,0,4
ENV-11959,Benicio Bautista Hernandez,Lorenzo Chavez Rojas,Jujuy,La Rioja,515,14.65,12,0,0,5,1,7
ENV-11960,Benjamin Ruiz,Santino Pedro Ramos Valdez,Neuquen,Tierra del Fuego,1876,43.76,12,0,0,1,1,11
ENV-11961,Catalina Abigail Chavez,Mia Valentina Valentin Navarro,Santa Cruz,Tucuman,837,49.77,3,0,2,3,0,3
ENV-11962,Sr(a). Pedro Olivera,Pedro Máximo Perez,Cordoba,Mendoza,344,15.68,18,1,0,1,0,2
ENV-11963,Clara Lopez,Agustín Lopez Martinez,San Juan,Mendoza,140,8.15,1,0,0,6,0,1
ENV-11964,Vicente Renata Mendez Cabrera,Victoria Lopez,Santa Fe,Formosa,679,18.38,18,1,4,8,0,4
ENV-11965,Catalina Rodriguez,Nahiara Lucía Gutierrez,Santa Fe,Tucuman,783,21.87,11,0,4,4,0,3
ENV-11966,Octavio Rivero Blanco,Maximo Nuñez Moyano,Chubut,San Luis,660,43.55,14,0,1,8,1,4
ENV-11967,Lucio Romero Diaz,Juan Bautista Giovanni Gomez Diaz,Chaco,Santa Fe,460,30.33,6,0,4,1,0,1
ENV-11968,Luciano Ramos Ortiz,Ambar Agustín Diaz Garcia,Formosa,Chaco,174,30.38,7,1,3,12,1,2
ENV-11969,Lautaro Felipe Escobar Olivera,Lorenzo Quiroga,Salta,Misiones,179,8.63,12,1,5,8,1,4
ENV-11970,Benjamin Bautista Benjamin Mendez Medina,Tomas Emilia Hernandez Martinez,San Luis,Entre Rios,301,41.36,16,1,1,7,1,3
ENV-11971,Malena Catalina Duarte Campos,Alma Paz Gomez,Formosa,Chaco,230,24.8,5,0,4,4,1,6
ENV-11972,Ana Paula Diaz,Mateo Valentin Lara Garcia,Misiones,Neuquen,155,7.66,17,1,1,8,0,1
ENV-11973,Martina Lautaro Benjamin Perez Gomez,Lola Sofía Gimenez,Entre Rios,Salta,947,38.89,10,1,1,4,0,4
ENV-11974,Thiago Emanuel Romero Soto,Sr(a). Emilia Gutierrez,Santa Fe,Buenos Aires,410,4.24,9,1,6,7,0,2
ENV-11975,Giovanni Moyano Nuñez,Santiago Mansilla,Neuquen,Chaco,226,12.86,5,1,1,5,0,2
ENV-11976,Juana Sosa Pereyra,Thiago Ezequiel Tiziana Rios,Chubut,Santa Cruz,666,9.59,9,0,1,3,0,3
ENV-11977,Emma Benitez,Genaro Pereyra,Neuquen,Chaco,89,16.28,5,0,5,6,0,1
ENV-11978,Martina Thiago Fernandez,Renata Emma Perez,Salta,Catamarca,392,47.67,18,0,6,9,1,2
ENV-11979,Genaro Milo Paez,Pedro Peralta,La Rioja,Tierra del Fuego,1892,38.52,11,0,3,11,1,7
ENV-11980,Lautaro Carrizo Suarez,Dylan Ezequiel Maria Victoria Juarez Sanchez,Formosa,Buenos Aires,1086,47.42,18,1,5,10,1,11
ENV-11981,Nahuel Santino Gonzalez Fernandez,Sr(a). Sofia Ruiz,Entre Rios,Salta,924,15.17,1,1,2,6,1,7
ENV-11982,Benjamin Ezequiel Sanchez Rios,Sr(a). Bianca Maldonado,Chubut,Misiones,150,14.27,2,1,3,10,1,6
ENV-11983,Máximo Martinez,Dr(a). Lucas Benitez,San Juan,Salta,329,12.82,12,0,4,7,0,1
ENV-11984,Bautista Rivero Lopez,Zoe Jazmin Mansilla,Misiones,Entre Rios,720,28.92,13,1,2,6,1,6
ENV-11985,Lucía Felicitas Rodriguez Blanco,Lola Luciana Fernandez,Neuquen,Mendoza,97,37.05,16,0,1,4,0,1
ENV-11986,Emilia Guillermina Morales,Thiago Ezequiel Dylan Ezequiel Gonzalez,Buenos Aires,Rio Negro,1146,22.06,17,1,4,2,1,10
ENV-11987,Felicitas Lopez,Dr(a). Tobias Fernandez,Buenos Aires,Misiones,1257,11.13,12,1,3,7,1,8
ENV-11988,Dr(a). Gael Rodriguez,Dr(a). Delfina Fernandez,Misiones,Catamarca,275,27.82,14,1,5,1,1,4
ENV-11989,Sofia Amparo Sanchez,Tiziano Sofia Sosa,Rio Negro,Misiones,133,48.98,9,0,2,2,1,2
ENV-11990,Malena Morena Gonzalez,Julieta Maria Victoria Gomez Sosa,Cordoba,Santa Fe,205,7.59,2,1,0,6,0,2
ENV-11991,Juan Cruz Toledo,Thiago Leonel Perez Ramos,Santa Cruz,Entre Rios,1639,40.96,4,0,0,12,1,9
ENV-11992,Morena Isabella Dominguez,Luciano Benjamin Herrera Avila,Salta,Tucuman,258,16.26,9,1,6,8,0,2
ENV-11993,Delfina Francesca Torres,Ciro Ludmila Gomez Alvarez,La Pampa,Mendoza,431,17.57,2,1,1,8,0,2
ENV-11994,Valentin Camila Gonzalez,Angelina Martín Ortiz,Catamarca,Chaco,149,27.2,6,1,1,1,0,1
ENV-11995,Lautaro Benjamin Cordoba,Maia Rodriguez Hernandez,Chaco,Cordoba,315,35.53,6,0,0,7,0,1
ENV-11996,Tiziano Benjamin Guzman,Alfonsina Garcia,San Luis,Formosa,297,22.63,8,1,6,12,1,5
ENV-11997,Dr(a). Augusto Flores,Ivan Quiroga Garcia,Santa Fe,Formosa,617,43.87,10,0,1,1,0,3
ENV-11998,Sebastian Gomez,Nina Gomez,Catamarca,Tierra del Fuego,1884,36.63,17,0,5,5,0,6
ENV-11999,Simon Pilar Torres Rodriguez,Santino Benjamin Faustino Dominguez Rodriguez,Misiones,Corrientes,265,16.22,15,1,5,6,1,6
ENV-12000,Alejo Gomez,Ignacio Lopez,Cordoba,Santa Cruz,1401,45.47,3,0,6,6,0,6
ENV-12001,Emiliano Tomàs Medina Fernandez,Mateo Valentin Tiziano Caceres,Chaco,Tucuman,190,47.69,4,1,4,8,0,1
ENV-12002,Juan Bautista Angelina Cordoba Gomez,Ian Benjamin Mateo Perez,Corrientes,Mendoza,122,18.83,1,0,0,5,1,5
ENV-12003,Dr(a). Lucas Benjamin Castillo,Isabella Moyano,La Pampa,Cordoba,174,42.76,10,0,4,12,0,1
ENV-12004,Sr(a). Emilia Chavez,Santino Benjamin Thiago Benjamin Gimenez Quiroga,Tucuman,Buenos Aires,1201,10.47,2,0,4,1,0,6
ENV-12005,Mia Luna,Vicente Alvarez,La Rioja,San Juan,90,46.5,3,0,3,11,0,1
ENV-12006,Joaquin Torres,Augusto Lopez Molina,San Luis,La Rioja,327,38.53,14,1,3,7,1,4
ENV-12007,Paulina Muñoz,Florencia Tomas Benjamin Rodriguez,CABA,Tierra del Fuego,3061,0.97,11,1,1,8,1,11
ENV-12008,Sofia Gomez Gimenez,Sr(a). Tobias Diaz,Neuquen,Misiones,176,25.31,11,0,5,11,0,1
ENV-12009,Sr(a). Juan Castillo,Dr(a). Juan Cruz Alvarez,Jujuy,Tucuman,321,13.49,13,0,5,7,1,4
ENV-12010,Felipe Gonzalez,Agustín Caceres Fernandez,Tierra del Fuego,Santiago del Estero,1888,2.06,18,0,6,9,1,10
ENV-12011,Juan Bautista Rodriguez Martinez,Emilia Augusto Sanchez,Tucuman,Jujuy,309,15.57,20,1,3,3,0,2
ENV-12012,Dr(a). Benjamin Gomez,Emma Julieta Navarro,San Juan,San Luis,342,10.38,1,0,1,4,0,1
ENV-12013,Francesca Santino Coronel,Maria Victoria Aguirre Medina,Tierra del Fuego,Santa Cruz,965,18.49,13,1,1,7,0,4
ENV-12014,Agustin Ortiz,Catalina Ortiz,Santa Cruz,La Pampa,1561,10.7,13,0,3,5,0,6
ENV-12015,Alejo Guillermina Gomez Torres,Juliana Martinez Herrera,Santa Fe,Chubut,850,38.95,16,1,2,12,0,4
ENV-12016,Juan Martin Rodriguez Ramirez,Santiago Justina Suarez Romero,Salta,Mendoza,326,35.4,4,0,2,2,0,1
ENV-12017,Antonio Castro,Camila Alvarez Diaz,Catamarca,Corrientes,78,31.13,19,1,3,3,0,1
ENV-12018,Paloma Thiago Nicolas Cruz,Dante Renata Acosta,CABA,San Luis,787,3.85,18,1,0,7,0,4
ENV-12019,Ramiro Micaela Lopez Cabrera,Antonio Benjamin Dominguez Garcia,La Rioja,Rio Negro,68,41.0,8,1,3,2,0,1
ENV-12020,Sr(a). Lautaro Benjamin Peralta,Mateo Torres,Santa Cruz,Santiago del Estero,980,21.83,18,0,6,7,1,7
